"title","content","date","variant","images","verified","author","rating","product","url"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Catfish love these","I have a 5"" Pictus catfish that loves these. They sink the the bottom pretty quickly and disolve for him pretty easily. My cichlids enjoy them too.","15 Apr 2022","Size: 6.5 Ounce","","Yes","Corey M","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Good option","This has been a good choice for sinking pellets. It does not make a mess or break apart super quickly like some others. And the fish seem excited too, though I do not think they are terribly picky eaters!","12 Apr 2022","Size: 6.5 Ounce","","Yes","CoachDad","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Good product good price","The fish like it, it comes from a good brand and is a quality product. All around not a bad deal.","08 Apr 2022","Size: 6.5 Ounce","","Yes","Bdiddy","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Every fish, crab and shrimp love these!","Our freshwater and saltwater aquariums full of life appreciate this food. Sticks and pellets float more than expected. With smaller fish and bottom feeders I like the variety of sizes, often breaking open pieces to spread around. Crushing them makes dust so I split them to keep shell more intact. Fish break up the rest.","07 Apr 2022","Size: 6.5 Ounce","","Yes","Jason Pedersen","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Fish Love The Taste!!!","Cheap and worth the money too! Fish love the taste and will eat it all up like nothing. Whatever you see lefted behide when you check in the morning they ate every crumb 😆","06 Apr 2022","Size: 3-1/4-Ounce","","Yes","Geronimo Arroyo","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"That's good fish food","Not top shelf but it'll get the job done. My catfish really loves it. So as long as the fish eats it, it's perfect in my book. There's no need to switch it off.","01 May 2022","Size: 6.5 Ounce","","Yes","Jorge_film_reviews","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Fish don't readyly go to it","Won't buy again. Fish don't seem to get excited over the food","26 Apr 2022","Size: 6.5 Ounce","","Yes","Mikey","2.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Otocinclus Catfish","They don't stay the same color as you put them it, they become a white cloudy mess, and leave residue when removing. My oto cat died literally on top of one of the little thing of food.","24 Apr 2022","Size: 6.5 Ounce","","No","Adrian","1.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"The little guys seem to love them!","They sink right to the bottom of the tank, lay on top of the stones and do not disintegrate right away.  Packaging is very ergonomic and easy to use & open.","17 Apr 2022","Size: 6.5 Ounce","","Yes","AJS_561","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
"Fish approved","My fish love it. They are happy and healthy so it must be good.","17 Apr 2022","Size: 6.5 Ounce","","Yes","Dena","5.0","Aqueon 06188 Shrimp Pellets Fish Food, 3-1/4-Ounce","https://www.amazon.com/Aqueon-06188-Shrimp-Pellets-4-Ounce/product-reviews/B004GWQ2TQ/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=6
"
