"title","content","date","variant","images","verified","author","rating","product","url"
"Kitty is happy","Long as my 16 year old cat is happy; I'm happy.","30 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","S. Warren","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=2&sortBy=recent#reviews-filter-bar
"
"To cancel this product subscritpion","I want to cancel subscription for a long time and there is no option to do so. My cats do not care for this product it is monthly waste of money Regards,","29 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","OLIVERA HAMILTON","1.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=2&sortBy=recent#reviews-filter-bar
"
"My cat loves the extra juice / gravy","This product is a nice cross between the gravy pouches and canned food. Nice small bites drenched in a thick gravy. My cat tends to lick off all the juice and leave the bits so I mix in a little bit of water to make the gravy smoother. Kind of like mixing water and soup. There is plenty of gravy and plenty of bits a good mixture of both. I do like to take out a spoonful and add in a little water to thin out the thick gravy that my cat loves to lick. Put this on auto ship and I would definitely recommend. For cats that don't like pate excellent choice. I put that the taste was good, that was an observation assessment lol I didn't taste it 😂","29 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","lisa","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=2&sortBy=recent#reviews-filter-bar
"
"Perfect for my cat.","I like it because the stores are no longer carrying this food for my cat.","28 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","LisaW","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_2?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=2&sortBy=recent#reviews-filter-bar
"
"Only good cat will eat","This is some of the only good my cat will eat. I was able to get it on sale which is helpful since it’s a little pricey but I’d rather spend a little extra for food she will eat than throw uneaten food away","27 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","No","Ben L","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"She loves it 🐈‍⬛","My 3 year old Tuxedo girl loves this wet food.  One small can will give me 3-4  once a day feedings.  She only wants a spoonful but gladly eats it!  The rest of the day she has dry food.  I recommend  Fancy Feast with Gravy!","27 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","TC","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Could be better","Their quality control has been lacking, big chunks in it when there shouldn't be, if I do t cut it up.. they won't eat it all because it has bog chuncks that shouldn't pass quality control..Its the same everywhere I get it the past year. I'd buy again, but it's only cause it doesn't irritate me that much to have to cut it up. But if you dont want to that, don't get it cause you'll waste a quarter of the can that isn't cut up correctly","26 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Amazon Customer","4.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Cat Loves it!","Cat loves it!","24 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","JJARRELL","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Great value","My two cats love this food. I has a-lot of gravy which they like.","24 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Catharine Barrack","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Finicky cat","My kitty is fussy and will only eat this kind with gravy. Can’t always find her choice in the store so I will stick with Amazon for this and my many other products. Ty","23 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Penny Brecel","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Awsome product","Ontime arrival and my kitty loved it.","23 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","sandra j. kauffman","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Grocery store does not have - Amazon delivered!","Availability with Amazon.  Cat food is hard to get at our grocery store these days - very little choice - very little on the shelves.  I was surprised but very happy to get the ""extra gravy"" variety that our cat prefers.","22 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Sherrie","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Damaged","This box of 24 fancy Feast cans arrived batter and filthy on the outside. Of the 24 cans 14 of them were dented, bashed, and some had broken seals. This was not just a case of poor handling by the delivery.  The dented cans were in the interior layers.  That tells me the damage was at the manufacturing/packing plant. I am extremely dissatisfied!","22 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/61dV0qkCMCL._SY88.jpg
https://m.media-amazon.com/images/I/61x3xecM7JL._SY88.jpg","Yes","wstchr","1.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"Packed in a large box poorly taped with several items Carton open and cans everywhere","Every thing in box was loose no bubble wrap. Not the fault of Fancy feast, but the cartons opened due to heavier products like jug of litter crashing in to them.  I had 2 cases of Gravy lovers. The little cans  were all over the place, some dented","21 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Mandela","2.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_3?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=3&sortBy=recent#reviews-filter-bar
"
"My cat is finicky and this is the only cat food he will eat.","There are no dislikes my cat loves it and therefore I’m happy","21 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Debbie","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Great deal!","My cat loves this food great price for the big box! Fast shipping too!","21 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Heather McCune","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection","Our cat likes every flavor.","20 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Pete S.","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"BE CAREFUL I GUESS!? But how are the customers supposed to prevent this!?","I am baffled by my second delivery. The first round of these was fine. Regular box, no damage, and more importantly NO MISSING CANS!!!! I get my delivery this time and it’s missing 6 effing cans (each flavor missing some) with the box completely destroyed. How and why tf did this happen. What!? This makes me want to get rid of the subscribe and save lol. Wtf is the point when we’re getting complete madness for packaging? I fail to grasp any idea as to why any items being shipped to anyone would be treated this way.","19 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/71c75EGWtpL._SY88.jpg
https://m.media-amazon.com/images/I/818b8SAdyyL._SY88.jpg","Yes","Sawyer","3.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Price Worth it for this","For the 30 count this price is definitely worth. Cheaper on here than in store. My baby girl absolutely loves these and all the stray cats I feed too.","19 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","Adriana","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Delicious!","You like Gravy?  You'll like this!  Not just for cats, either!  After seeing how much my feline friends enjoyed this for breakfast I decided to give it a try myself.  I'd suggest the casual user start as a condiment for hotdogs, then graduate up to an omelet filling.  You really can't go wrong, and significantly cheaper and more healthy than fast food.  Thanks fancy feast.  I can't wait to introduce you to my human friends over the holidays!","19 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Andrew Bans","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Great Meal Every Time!","My 2-year old never tires of the variety! I give her half a can in the AM and in the PM along with 1/4 cup of dry food. She weighs 12# and is so healthy 😻","18 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","https://m.media-amazon.com/images/I/81qFs7CB97L._SY88.jpg","Yes","CULVYHOUSE","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"My kitten didn't like this food","My kitten didn't like this food and  Hate the textured.","18 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Chosenlady","1.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Cats love the food!!!","Our cats love this food.  Easy to serve.  Great!!","17 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","World traveler","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"My cats favorite","The gravy is the key. My Maggie loves this cat food better than any other and for a bit it was hard to find. So glad she can have what she wants now.","17 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Kat Kelly","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_4?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=4&sortBy=recent#reviews-filter-bar
"
"Not 8 of each flavor","This box contained 6 beef, 7 chicken and 11 turkey. Some cats have favorite flavors and turkey is not it in this house.","17 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Lea","3.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"Makes my cat happy","My cat likes this brand better than others","16 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","bjn","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"My cat loves the gravy","Cheaper by buying bulk.","16 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","SUE","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"Fancy Feast","My cats love most of the flavor with gravy however the price keeps going up which is ridiculous","15 Apr 2022","Size: 3 Ounce (Pack of 30) Color: Poultry & Beef - 10 Cans Each","","Yes","Mary McCandless","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
"My cat’s favorite!","Getting pricey along with everything else but still a good deal.","15 Apr 2022","Size: 3 Ounce (Pack of 24) Color: Poultry & Beef - 24 cans","","Yes","Lisa","5.0","Purina Fancy Feast Gravy Wet Cat Food Variety Pack, Gravy Lovers Poultry & Beef Feast Collection - (30) 3 oz. Cans","https://www.amazon.com/product-reviews/B00JN9IWNG/ref=cm_cr_getr_d_paging_btm_next_5?ie=UTF8&filterByStar=all_stars&reviewerType=all_reviews&pageNumber=5&sortBy=recent#reviews-filter-bar
"
