"title","content","date","variant","images","verified","author","rating","product","url"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=2
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=3
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Possible bad batch?","I bought a case of Chicken and Duck and a case of turkey and venison my dog wouldn't eat either. He loved both these flavors when I bought a small amount from a local store. I can only assume that this was exposed to the heat wave we experienced a few weeks prior to my purchase. He still loves the Beef and Bison flavor, but I had purchased that before the heat wave.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Mike","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"my dog","my dog will only eat it if he was really hungry.","27 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Leon","3.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Quality clean ingredients for my dog","Agrees with my dogs sensitive stomach issues.  Doesn't cause bowel issues.","26 Apr 2022","Color: Grain Free Beef & Wild-Caught Salmon Size: (12) 13 oz. Cans Style: Ground - Grain Free","","Yes","Rhonda Ann Oetzel","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=4
"
"Smells yucky!!","Dogs didn't like smell was awful","05 May 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Colleen Rogers","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"My dog refused it","My dog is not picky but refused it. The chunky parts are like rubber. I could not even cut them up without a knife. I offered it to the outdoor cats and they also refused. Not for us.","04 May 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","KimK","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Best food for dogs 🐶","My dog love this product .. best food ever!!","01 May 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Veronica Gallardo","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"my dog like it","it was small can","30 Apr 2022","Color: True Instinct - Chicken & Duck Size: (12) 13 oz. Cans Style: Gravy","","Yes","Don Zacharias","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"A mi perro le encanta","Para mi perto","30 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Anamary Lopez","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"Dog likes it","One of the 2 brands I have been buying for my dog. She seems to like it. Better value than others, too.","29 Apr 2022","Color: Variety Pack - Turkey & Chicken 12 Ct. Size: (12) 13 oz. Cans Style: Gravy","","Yes","Grazyna Iwanow","5.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
"The cans was crumpled.","2 or more of the cans was crumpleds.","29 Apr 2022","Color: Grain Free Variety Pack - Turkey & Chicken 6 Ct. Size: (6) 13 oz. Cans Style: Ground - Grain Free","","Yes","Amazon Customer","1.0","Purina ONE Natural Gravy Wet Dog Food, SmartBlend True Instinct Tender Cuts With Real Chicken & Duck - (12) 13 oz. Cans","https://www.amazon.com/Purina-Smartblend-Instinct-Tender-Chicken/product-reviews/B01EYB3K1Q/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=5
"
